Accepted Symbol,Synonym Symbol,Scientific Name,PLANTS Floristic Area,State and Province,Family,Duration,Native Status,Active Growth Period,Fire Resistance,Bloom Period
APIOS,,Apios,NA (L48),"CAN(NB, NS, ON, PE, QC), USA(AL, AR, CO, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Fabaceae,,L48(N)CAN(N),,,
APPR,,Apios priceana,NA (L48),"USA(AL, IL, KY, MS, TN)",Fabaceae,Perennial,L48(N),,,
APLEC,,Aplectrum,NA (L48),"CAN(ON, QC), USA(AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, VA, VT, WI, WV)",Orchidaceae,,L48(N)CAN(N),,,
APOCY,,Apocynum,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Apocynaceae,,L48(N)CAN(N),,,
AQUIL,,Aquilegia,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Ranunculaceae,,"L48(I,N)",,,
ARABI2,,Arabis,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Brassicaceae,,"L48(I,N)GL(N)",,,
ARALI,,Aralia,NA (L48),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), FRA(SB), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Araliaceae,,"L48(I,N)CAN(I,N)SPM(N)",,,
ARSP2,,Aralia spinosa,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Araliaceae,Perennial,L48(N),Spring and Summer,No,Early Summer
ARCTO3,,Arctostaphylos,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY)",Ericaceae,,L48(N)CAN(N)GL(N)SPM(N),,,
ARENA,,Arenaria,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Caryophyllaceae,,"L48(I,N)CAN(I,N)GL(N)SPM(I,N)",,,
ARETH,,Arethusa,NA (L48),"CAN(LB, MB, NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(CT, DC, DE, IL, IN, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, SC, VA, VT, WI)",Orchidaceae,,L48(N)CAN(N)SPM(N),,,
ARGEM,,Argemone,NA (L48),"CAN(MB, ON), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, MT, NC, ND, NE, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WY)",Papaveraceae,,L48(N)CAN(W),,,
ARAL3,,Argemone albiflora,NA (L48),"USA(AL, AR, CT, FL, GA, IA, IL, KY, LA, MA, MD, MI, MO, MS, NC, NY, OH, SC, TN, TX, WI)",Papaveraceae,"Annual, Biennial",L48(N),,,
ARALA2,,Argemone albiflora ssp. albiflora,NA (L48),"USA(AL, CT, FL, GA, IA, IL, KY, LA, MA, MD, MI, MO, MS, NC, NY, OH, SC, TN, WI)",Papaveraceae,"Annual, Biennial",L48(N),,,
ARPO2,,Argemone polyanthemos,NA (L48),"USA(CO, IA, ID, IL, IN, KS, MT, ND, NE, NM, OK, SD, TX, UT, WA, WY)",Papaveraceae,"Annual, Biennial, Perennial",L48(N),Summer,No,Mid Spring
ARGEN,,Argentina,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VT, WA, WI, WY)",Rosaceae,,L48(N)CAN(N)GL(N)SPM(N),,,
ARGYR5,,Argyrochosma,NA (L48),"USA(AR, AZ, CA, CO, IL, KS, KY, MO, NE, NM, NV, OK, TX, UT, WY)",Pteridaceae,,L48(N),,,
ARDE5,,Argyrochosma dealbata,NA (L48),"USA(AR, IL, KS, KY, MO, NE, OK, TX)",Pteridaceae,Perennial,L48(N),,,
ARISA,,Arisaema,NA (L48),"CAN(MB, NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Araceae,,L48(N)CAN(N),,,
ARIST,,Aristida,NA (L48),"CAN(AB, BC, MB, ON, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Poaceae,,"L48(N)CAN(I,N)",,,
ARDE3,,Aristida desmantha,NA (L48),"USA(AR, IL, KS, LA, MO, NE, OK, TX, WI)",Poaceae,Annual,L48(N),,,
ARDIC,,Aristida dichotoma var. curtissii,NA (L48),"USA(AL, AR, CO, DC, DE, FL, GA, IA, IL, KS, KY, MD, MN, MO, MS, NC, NE, NJ, OK, PA, SC, SD, TN, VA, WI, WV, WY)",Poaceae,Annual,L48(N),,,
ARLA6,,Aristida lanosa,NA (L48),"USA(AL, AR, DE, FL, GA, IL, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),,,
ARPUN,,Aristida purpurea var. nealleyi,NA (L48),"USA(AZ, CA, CO, IL, KS, NM, NV, OK, TX, UT, VT)",Poaceae,Perennial,L48(N),,,
ARRA2,,Aristida ramosissima,NA (L48),"USA(AR, IA, IL, IN, KS, KY, LA, MO, MS, OH, OK, TN, TX)",Poaceae,Annual,L48(N),,,
ARTU,,Aristida tuberculosa,NA (L48),"USA(AL, CT, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MS, NC, NH, NJ, NY, SC, VA, WI)",Poaceae,Annual,L48(N),,,
ARIST2,,Aristolochia,NA (L48),"CAN(ON, QC), USA+(PR, VI), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NJ, NM, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV)",Aristolochiaceae,,"L48(I,N)CAN(I)",,,
ARSE3,,Aristolochia serpentaria,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Aristolochiaceae,Perennial,L48(N),,,
ARTO3,,Aristolochia tomentosa,NA (L48),"USA(AL, AR, CT, FL, GA, IL, IN, KS, KY, LA, MA, MO, MS, NC, NY, OH, OK, SC, TN, TX, VT, WI)",Aristolochiaceae,Perennial,L48(N),,,
ARNOG,,Arnoglossum,NA (L48),"CAN(ON), USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, SD, TN, TX, VA, WI, WV)",Asteraceae,,L48(N)CAN(N),,,
ARAT,,Arnoglossum atriplicifolium,NA (L48),"USA(AL, AR, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, VA, WI, WV)",Asteraceae,Perennial,L48(N),,,
ARRE6,,Arnoglossum reniforme,NA (L48),"USA(AL, AR, DC, GA, IA, IL, IN, KY, MD, MN, MO, MS, NC, NJ, OH, OK, PA, TN, VA, WI, WV)",Asteraceae,Perennial,L48(N),,,
ARONI2,,Aronia,NA (L48),"CAN(LB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Rosaceae,Perennial,L48(N)CAN(N)SPM(N),,,
ARTEM,,Artemisia,"GL (L48, GL, PB)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Asteraceae,,"L48(I,N)CAN(I,N)GL(I,N)SPM(I)",,,
ARSE4,,Artemisia serrata,NA (L48),"USA(IA, IL, KS, MN, MO, ND, NY, WI)",Asteraceae,Perennial,L48(N),,,
ARUNC,,Aruncus,NA (L48),"CAN(AB, BC, NS, ON, QC, YT), USA(AK, AL, AR, CA, DC, GA, IA, IL, IN, KY, MA, MD, ME, MI, MO, MS, NC, NJ, NY, OH, OK, OR, PA, SC, TN, VA, WA, WI, WV)",Rosaceae,,"L48(I,N)CAN(N)",,,
ARDIP,,Aruncus dioicus var. pubescens,NA (L48),"USA(AR, IA, IL, KY, MD, MO, OK, VA, WV)",Rosaceae,Perennial,L48(N),,,
ARUND2,,Arundinaria,NA (L48),"USA(AL, AR, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV)",Poaceae,,"L48(I,N)",,,
ARGI,,Arundinaria gigantea,NA (L48),"USA(AL, AR, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NJ, NY, OH, OK, SC, TN, TX, VA, WV)",Poaceae,Perennial,L48(N),Spring,No,
ASARU,,Asarum,NA (L48),"CAN(BC, MB, NB, ON, QC), USA(AL, AR, CA, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NH, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV)",Aristolochiaceae,,L48(N)CAN(N),,,
ASCLE,,Asclepias,"NA (L48, PB)","CAN(AB, BC, MB, NB, NS, ON, PE, QC, SK), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Asclepiadaceae,,"L48(I,N)CAN(N)",,,
ASAM,,Asclepias amplexicaulis,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Asclepiadaceae,Perennial,L48(N),,,
ASME,,Asclepias meadii,NA (L48),"USA(IA, IL, IN, KS, MO, WI)",Asclepiadaceae,Perennial,L48(N),,,
ASPE,,Asclepias perennis,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KY, LA, MO, MS, SC, TN, TX)",Asclepiadaceae,Perennial,L48(N),,,
ASST,,Asclepias stenophylla,NA (L48),"USA(AR, CO, IA, IL, KS, LA, MN, MO, MT, NE, OK, SD, TX, WY)",Asclepiadaceae,Perennial,L48(N),,,
ASTUT2,,Asclepias tuberosa ssp. tuberosa,NA (L48),"USA(AL, CT, DC, DE, FL, GA, IL, IN, KY, MA, MD, ME, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WV)",Asclepiadaceae,Perennial,L48(N),,,
ASVI2,,Asclepias viridis,NA (L48),"USA(AL, AR, FL, GA, IL, IN, KS, KY, LA, MO, MS, NE, OH, OK, SC, TN, TX, WV)",Asclepiadaceae,Perennial,L48(N),,,
ASIMI,,Asimina,NA (L48),"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WI, WV)",Annonaceae,,L48(N)CAN(N),,,
ASPLE,,Asplenium,"GL (L48, GL, PB)","CAN(AB, BC, LB, NB, NF, NS, NT, ON, QC, YT), DEN(GL), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Aspleniaceae,,L48(N)CAN(N)GL(N),,,
ASEB,,Asplenium Ã—ebenoides,NA (L48),"USA(AL, AR, CT, GA, IL, IN, KY, MA, MD, MO, MS, NC, NH, NJ, NY, OH, PA, TN, VA, VT, WV)",Aspleniaceae,Perennial,L48(N),,,
ASGR5,,Asplenium Ã—gravesii,NA (L48),"USA(AL, AR, GA, IL, KY, MD, MO, NJ, OH, PA, TN, VA, WV)",Aspleniaceae,Perennial,L48(N),,,
ASHE2,,Asplenium Ã—herb-wagneri,NA (L48),"USA(IL, IN)",Aspleniaceae,Perennial,L48(N),,,
ASKE2,,Asplenium Ã—kentuckiense,NA (L48),"USA(AR, GA, IL, IN, KY, OH, VA, WV)",Aspleniaceae,Perennial,L48(N),,,
ASSH6,,Asplenium Ã—shawneense,NA (L48),USA(IL),Aspleniaceae,Perennial,L48(N),,,
ASTR11,,Asplenium Ã—trudellii,NA (L48),"USA(AL, GA, IL, KY, MD, NC, NJ, OH, PA, TN, VA, WV)",Aspleniaceae,Perennial,L48(N),,,
ASBR2,,Asplenium bradleyi,NA (L48),"USA(AL, AR, GA, IL, IN, KY, LA, MD, MO, NC, NJ, NY, OH, OK, PA, SC, TN, VA, WV)",Aspleniaceae,Perennial,L48(N),,,
ASPI,,Asplenium pinnatifidum,NA (L48),"USA(AL, AR, CT, GA, IL, IN, KY, MD, MO, MS, NC, NJ, OH, OK, PA, SC, TN, VA, WI, WV)",Aspleniaceae,Perennial,L48(N),,,
ASRE,,Asplenium resiliens,NA (L48),"USA(AL, AR, AZ, CO, DE, FL, GA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NM, NV, OH, OK, PA, SC, TN, TX, UT, VA, WV)",Aspleniaceae,Perennial,L48(N),,,
ASTER,,Aster,NA (L48),"CAN(AB, BC, NT, ON, YT), USA(AK, AL, CO, CT, DE, GA, IA, IL, KY, MA, MI, NC, NJ, OH, PA, RI, SC, TN, VA, WV)",Asteraceae,,"L48(I,N)CAN(N)",,,
ASTRA,,Astragalus,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Fabaceae,,"L48(I,N)CAN(I,N)GL(N)",,,
ASCRT,,Astragalus crassicarpus var. trichocalyx,NA (L48),"USA(AR, IL, KS, LA, MO, OK, TX)",Fabaceae,Perennial,L48(N),,,
ASDI4,,Astragalus distortus,NA (L48),"USA(AR, IA, IL, KS, LA, MD, MO, MS, OK, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
ASDID3,,Astragalus distortus var. distortus,NA (L48),"USA(AR, IA, IL, KS, LA, MD, MO, OK, TX, VA, WV)",Fabaceae,Perennial,L48(N),,,
ASTE7,,Astragalus tennesseensis,NA (L48),"USA(AL, IL, IN, KY, TN)",Fabaceae,Perennial,L48(N),,,
ATHYR,,Athyrium,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dryopteridaceae,,L48(N)CAN(N)GL(N)SPM(N),,,
ATFIA2,,Athyrium filix-femina ssp. asplenioides,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, WV)",Dryopteridaceae,Perennial,L48(N),,,
ATRIP,,Atriplex,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR, VI)",Chenopodiaceae,,"L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)",,,
ATARA2,,Atriplex argentea ssp. argentea var. argentea,NA (L48),"USA(AZ, CA, CO, ID, IL, KS, MT, ND, NE, NM, NV, OK, OR, SD, TX, UT, WA, WY)",Chenopodiaceae,"Annual, Perennial",L48(N),,,
AUREO,,Aureolaria,NA (L48),"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Scrophulariaceae,,L48(N)CAN(N),,,
AUGR,,Aureolaria grandiflora,NA (L48),"USA(AR, IA, IL, IN, KS, LA, MN, MO, OK, TX, WI)",Scrophulariaceae,Perennial,L48(N),,,
AUGRP,,Aureolaria grandiflora var. pulchra,NA (L48),"USA(IA, IL, IN, MN, MO, WI)",Scrophulariaceae,Perennial,L48(N),,,
AUPEA,,Aureolaria pedicularia var. ambigens,NA (L48),"USA(IA, IL, IN, MI, MN, OH, WI)",Scrophulariaceae,Annual,L48(N),,,
AZOLL,,Azolla,NA (L48),"CAN(BC, ON), USA+(PR), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, WA, WI, WV)",Azollaceae,,"L48(I,N)CAN(I,N)",,,
BACOP,,Bacopa,"NA (L48, PB)","CAN(AB), USA+(PR, VI), USA(AL, AR, AZ, CA, CO, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MD, MN, MO, MS, MT, NC, ND, NE, NM, NV, OK, SC, SD, TN, TX, UM, VA, WI, WY)",Scrophulariaceae,,"L48(I,N)CAN(N)",,,
BAPTI,,Baptisia,NA (L48),"CAN(ON), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV)",Fabaceae,,"L48(N)CAN(I,N)",,,
BASE3,,Baptisia Ã—serenae,NA (L48),"USA(GA, IL, IN, MS, NC, SC, VA)",Fabaceae,Perennial,L48(N),,,
BAAL,,Baptisia alba,NA (L48),"USA(AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NC, NE, NY, OH, OK, SC, TN, TX, VA, WI)",Fabaceae,Perennial,L48(N),,,
BAALM,,Baptisia alba var. macrophylla,NA (L48),"USA(AR, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NY, OH, OK, TN, TX, WI)",Fabaceae,Perennial,L48(N),,,
BAAUA,,Baptisia australis var. australis,NA (L48),"USA(AL, CT, DC, GA, IL, IN, KY, MA, MD, MI, NC, NH, NJ, NY, OH, PA, SC, TN, VA, VT, WI, WV)",Fabaceae,Perennial,L48(N),,,
BABR2,,Baptisia bracteata,NA (L48),"USA(AL, AR, GA, IA, IL, IN, KS, KY, LA, MA, MI, MN, MO, MS, NC, NE, NJ, OK, SC, SD, TN, TX, WI)",Fabaceae,Perennial,L48(N),,,
BABRL2,,Baptisia bracteata var. leucophaea,NA (L48),"USA(AR, IA, IL, IN, KS, KY, LA, MA, MI, MN, MO, MS, NE, NJ, OK, SD, TN, TX, WI)",Fabaceae,Perennial,L48(N),,,
BARBA,,Barbarea,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Brassicaceae,,"L48(I,N)CAN(I,N)GL(I)SPM(I)",,,
BARTO,,Bartonia,NA (L48),"CAN(NB, NF, NS, ON, QC), FRA(SB), USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Gentianaceae,,L48(N)CAN(N)SPM(N),,,
BASSI,,Bassia,NA (L48),"CAN(AB, BC, MB, NB, ON, QC, SK), USA(AZ, CA, CO, CT, DE, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Chenopodiaceae,,"L48(I,N)CAN(I)",,,
BECKM,,Beckmannia,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), USA(AK, AZ, CA, CO, IA, ID, IL, KS, ME, MI, MN, MO, MT, ND, NE, NM, NV, NY, OH, OR, PA, SD, UT, WA, WI, WY)",Poaceae,,L48(N)CAN(N)GL(N),,,
BERBE,,Berberis,NA (L48),"CAN(BC, MB, NB, NS, ON, PE, QC, SK), USA(AL, AZ, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SC, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Berberidaceae,,"L48(I,N)CAN(I,N)",,,
BECA2,,Berberis canadensis,NA (L48),"USA(AL, GA, IL, IN, KY, MD, MO, NC, PA, SC, TN, VA, WV)",Berberidaceae,Perennial,L48(N),,,
BERCH,,Berchemia,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)",Rhamnaceae,,L48(N),,,
BESC,,Berchemia scandens,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MD, MO, MS, NC, OK, SC, TN, TX, VA)",Rhamnaceae,Perennial,L48(N),,,
BERGI,,Bergia,NA (L48),"USA(AR, CA, CO, IL, KS, LA, MO, MT, NE, NM, NV, OK, OR, SD, TX, UT, WA)",Elatinaceae,,L48(N),,,
BETE,,Bergia texana,NA (L48),"USA(AR, CA, CO, IL, KS, LA, MO, MT, NE, NM, NV, OK, OR, SD, TX, UT, WA)",Elatinaceae,"Annual, Perennial",L48(N),,,
BERUL,,Berula,NA (L48),"CAN(BC, ON), USA(AR, AZ, CA, CO, IA, ID, IL, KS, MI, MN, MO, MT, ND, NE, NM, NV, NY, OK, OR, SD, TX, UT, WA, WI, WY)",Apiaceae,,L48(N)CAN(N),,,
BESSE,,Besseya,NA (L48),"CAN(AB, BC, SK), USA(AZ, CO, IA, ID, IL, IN, MI, MN, MT, NE, NM, OH, OR, SD, UT, WA, WI, WY)",Scrophulariaceae,,L48(N)CAN(N),,,
BEBU,,Besseya bullii,NA (L48),"USA(IA, IL, IN, MI, MN, OH, WI)",Scrophulariaceae,Perennial,L48(N),,,
BETUL,,Betula,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Betulaceae,,"L48(I,N)CAN(I,N)GL(N)SPM(N)",,,
BENI,,Betula nigra,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, SC, TN, TX, VA, VT, WI, WV)",Betulaceae,Perennial,L48(N),Spring and Summer,No,Mid Spring
BEPUG2,,Betula pumila var. glabra,NA (L48),"USA(IL, IN, MI)",Betulaceae,Perennial,L48(N),,,
