Plot ID Number,6-Letter Code,Species Name,Alive dbh (cm),Dead dbh (cm),Native/Alien,,
CC-97,ACENIG,Acer nigrum,41.91,,Native,,
CC-97,QUEALB,Quercus alba ,38.61,,Native,,
CC-97,QUEALB,Quercus alba ,45.47,,Native,,
CC-97,QUEALB,Quercus alba ,46.99,,Native,,
CC-97,QUEALB,Quercus alba ,56.39,,Native,,
CC-97,TILAME,Tilia americana ,26.92,,Native,,
CC-99,FRAXINUS SP,Fraxinus species,21.34,,-,,
CC-99,FRAXINUS SP,Fraxinus species,25.15,,-,,
CC-99,FRAXINUS SP,Fraxinus species,45.47,,-,,
CC-99,QUEALB,Quercus alba ,59.94,,Native,,
CC-99,TILAME,Tilia americana ,10.16,,Native,,
CC-99,TILAME,Tilia americana ,10.67,,Native,,
CC-99,TILAME,Tilia americana ,13.21,,Native,,
CC-99,TILAME,Tilia americana ,14.73,,Native,,
CC-99,TILAME,Tilia americana ,19.05,,Native,,
CC-99,TILAME,Tilia americana ,23.37,,Native,,
D-113,NONE,NONE,-,-,-,,
D-117,FRAAMA,Fraxinus americana,14.99,,Native,,
D-117,FRAAMA,Fraxinus americana,19.81,,Native,,
D-117,JUGCIN,Juglans cinerea,20.07,,Native,,
D-117,OSTVIR,Ostrya virginiana,11.18,,Native,,
D-117,OSTVIR,Ostrya virginiana,12.70,,Native,,
D-117,OSTVIR,Ostrya virginiana,13.72,,Native,,
D-117,TILAME,Tilia americana,13.21,,Native,,
D-117,TILAME,Tilia americana,13.97,,Native,,
D-117,TILAME,Tilia americana,22.10,,Native,,
D-117,TILAME,Tilia americana,24.64,,Native,,
D-117,ULMAME,Ulmus americana,,18.0,Native,,
D-117,UNIDENTIFIED SP,Unidentified species,,18.5,-,,
D-117,UNIDENTIFIED SP,Unidentified species,,17.8,-,,
D-123,QUEMAC,Quercus macrocarpa,76.71,,Native,,
D-123,TILAME,Tilia americana,12.19,,Native,,
D-123,TILAME,Tilia americana,14.22,,Native,,
D-123,TILAME,Tilia americana,16.76,,Native,,
D-123,TILAME,Tilia americana,18.29,,Native,,
D-123,TILAME,Tilia americana,18.54,,Native,,
D-123,TILAME,Tilia americana,21.59,,Native,,
D-123,ULMAME,Ulmus americana,13.46,,Native,,
D-123,ULMAME,Ulmus americana,14.99,,Native,,
D-123,ULMAME,Ulmus americana,16.76,,Native,,
D-123,ULMAME,Ulmus americana,21.84,,Native,,
D-123,ULMAME,Ulmus americana,33.27,,Native,,
D-123,ULMAME,Ulmus americana,,21.3,Native,,
D-123,UNIDENTIFIED SP,Unidentified species,,24.1,-,,
D-123,UNIDENTIFIED SP,Unidentified species,,10.4,-,,
D-123,UNIDENTIFIED SP,Unidentified species,,13.2,-,,
D-123,UNIDENTIFIED SP,Unidentified species,,11.7,-,,
C-127,JUGNIG,Juglans nigra,15.24,,Native,,
C-127,QUEALB,Quercus alba,59.94,,Native,,
C-127,QUERUB,Quercus rubra,36.32,,Native,,
C-127,QUERUB,Quercus rubra,88.90,,Native,,
C-127,TILAME,Tilia americana,11.43,,Native,,
C-127,TILAME,Tilia americana,20.07,,Native,,
C-127,TILAME,Tilia americana,20.07,,Native,,
C-127,TILAME,Tilia americana,22.35,,Native,,
D-134,ACENIG,Acer nigrum,10.92,,Native,,
D-134,ACENIG,Acer nigrum,15.49,,Native,,
D-134,ACENIG,Acer nigrum,17.53,,Native,,
D-134,ACENIG,Acer nigrum,18.03,,Native,,
D-134,ACENIG,Acer nigrum,23.37,,Native,,
D-134,FRAAMA,Fraxinus americana,12.70,,Native,,
D-134,FRAAMA,Fraxinus americana,48.77,,Native,,
D-134,FRAAMA,Fraxinus americana,63.25,,Native,,
D-134,TILAME,Tilia americana,11.43,,Native,,
D-134,TILAME,Tilia americana,22.35,,Native,,
D-134,ULMAME,Ulmus americana,14.48,,Native,,
D-134,ULMRUB,Ulmus rubra,10.16,,Native,,
D-134,ULMRUB,Ulmus rubra,20.32,,Native,,
D-134,ULMRUB,Ulmus rubra,34.04,,Native,,
D-134,ULMRUB,Ulmus rubra,,19.1,Native,,
DD-100,ACENIG,Acer nigrum,19.05,,Native,,
DD-100,QUEALB,Quercus alba ,77.72,,Native,,
DD-100,TILAME,Tilia americana ,10.41,,Native,,
DD-100,TILAME,Tilia americana ,20.57,,Native,,
DD-100,TILAME,Tilia americana ,24.89,,Native,,
DD-100,TILAME,Tilia americana ,29.46,,Native,,
DD-100,TILAME,Tilia americana ,35.56,,Native,,
DD-100,TILAME,Tilia americana ,44.45,,Native,,
EE-111,ACENIG,Acer nigrum,15.75,,Native,,
EE-111,ACENIG,Acer nigrum,43.94,,Native,,
EE-111,ACENIG,Acer nigrum,52.07,,Native,,
EE-111,ACENIG,Acer nigrum,53.85,,Native,,
EE-111,ACENIG,Acer nigrum,54.10,,Native,,
EE-111,ACENIG,Acer nigrum,56.64,,Native,,
EE-111,PRUSER,Prunus serotina ,10.67,,Native,,
EE-111,PRUSER,Prunus serotina ,11.43,,Native,,
EE-111,PRUSER,Prunus serotina ,13.21,,Native,,
EE-111,PRUSER,Prunus serotina ,14.48,,Native,,
EE-111,PRUSER,Prunus serotina ,14.73,,Native,,
EE-111,PRUSER,Prunus serotina ,15.24,,Native,,
EE-111,RHACAT,Rhamnus cathartica ,11.18,,Alien,,
EE-111,ULMAME,Ulmus americana ,26.16,,Native,,
CC-110,OSTVIR,Ostrya virginiana,10.16,,Native,,
CC-110,OSTVIR,Ostrya virginiana,11.43,,Native,,
CC-110,PRUSER,Prunus serotina,10.67,,Native,,
CC-110,PRUSER,Prunus serotina,11.43,,Native,,
CC-110,QUEALB,Quercus alba,39.12,,Native,,
CC-110,QUEALB,Quercus alba,46.74,,Native,,
CC-110,QUEALB,Quercus alba,48.26,,Native,,
CC-110,QUEALB,Quercus alba,71.12,,Native,,
CC-110,QUERUB,Quercus rubra,54.10,,Native,,
CC-110,QUERUB,Quercus rubra,54.36,,Native,,
CC-110,QUERUB,Quercus rubra,83.06,,Native,,
CC-110,TILAME,Tilia americana,13.21,,Native,,
CC-110,ULMAME,Ulmus americana,10.16,,Native,,
CC-110,ULMAME,Ulmus americana,14.73,,Native,,
DD-112,ACENIG,Acer nigrum,16.51,,Native,,
DD-112,ACENIG,Acer nigrum,18.29,,Native,,
DD-112,FRAAMA,Fraxinus americana ,11.18,,Native,,
DD-112,PRUSER,Prunus serotina ,10.16,,Native,,
DD-112,PRUSER,Prunus serotina ,15.75,,Native,,
DD-112,PRUSER,Prunus serotina ,16.51,,Native,,
DD-112,PRUSER,Prunus serotina ,17.27,,Native,,
DD-112,PRUSER,Prunus serotina ,19.05,,Native,,
DD-112,PRUSER,Prunus serotina ,24.89,,Native,,
DD-112,QUEALB,Quercus alba ,51.05,,Native,,
DD-112,QUEALB,Quercus alba ,52.32,,Native,,
DD-112,QUEALB,Quercus alba ,53.59,,Native,,
DD-112,QUEALB,Quercus alba ,59.44,,Native,,
DD-112,ULMAME,Ulmus americana,13.97,,Native,,
DD-112,ULMAME,Ulmus americana,14.22,,Native,,
DD-112,ULMAME,Ulmus americana,14.99,,Native,,
DD-112,ULMAME,Ulmus americana,,12.2,Native,,
DD-112,ULMAME,Ulmus americana,,9.9,Native,,
DD-114,OSTVIR,Ostrya virginiana,12.95,,Native,,
DD-114,PRUSER,Prunus serotina,10.16,,Native,,
DD-114,QUEALB,Quercus alba,51.05,,Native,,
DD-114,QUEALB,Quercus alba,51.31,,Native,,
DD-114,QUEALB,Quercus alba,54.36,,Native,,
DD-114,ULMAME,Ulmus americana,11.18,,Native,,
DD-114,ULMAME,Ulmus americana,14.99,,Native,,
DD-115,ACENIG,Acer nigrum,11.94,,Native,,
DD-115,ACENIG,Acer nigrum,12.95,,Native,,
DD-115,ACENIG,Acer nigrum,14.48,,Native,,
DD-115,ACENIG,Acer nigrum,19.05,,Native,,
DD-115,ACENIG,Acer nigrum,38.61,,Native,,
DD-115,PRUSER,Prunus serotina,10.92,,Native,,
DD-115,PRUSER,Prunus serotina,11.68,,Native,,
DD-115,PRUSER,Prunus serotina,18.29,,Native,,
DD-115,QUEALB,Quercus alba,46.48,,Native,,
DD-115,QUERUB,Quercus rubra,61.47,,Native,,
DD-115,QUERUB,Quercus rubra,,42.2,Native,,
DD-130,FRAPES,Fraxinus pennsylvanica subintegerrima,15.49,,Native,,
DD-130,RHACAT,Rhamnus cathartica,10.67,,Alien,,
DD-130,ULMAME,Ulmus americana,20.83,,Native,,
DD-145,CRATAEGUS SP,Crataegus species,12.19,,-,,
DD-145,JUGNIG,Juglans nigra,26.67,,Native,,
DD-145,PRUSER,Prunus serotina,12.45,,Native,,
DD-145,PRUSER,Prunus serotina,12.45,,Native,,
DD-145,PRUSER,Prunus serotina,19.81,,Native,,
DD-145,PRUSER,Prunus serotina,23.88,,Native,,
DD-145,PRUSER,Prunus serotina,25.40,,Native,,
DD-145,PRUSER,Prunus serotina,28.96,,Native,,
DD-145,PRUSER,Prunus serotina,29.21,,Native,,
DD-145,QUERUB,Quercus rubra,14.99,,Native,,
DD-145,RHACAT,Rhamnus cathartica,10.16,,Alien,,
DD-145,RHACAT,Rhamnus cathartica,11.68,,Alien,,
DD-145,RHACAT,Rhamnus cathartica,13.46,,Alien,,
DD-145,ULMRUB,Ulmus rubra,11.68,,Native,,
DD-145,ULMRUB,Ulmus rubra,26.16,,Native,,
DD-145,ULMRUB,Ulmus rubra,,30.0,Native,,
DD-145,ULMUS SP,Ulmus species,,21.8,-,,
DD-145,ULMUS SP,Ulmus species,,19.8,-,,
DD-145,UNIDENTIFIED SP,Unidentified species,,13.7,-,,
DD-148,CRATAEGUS SP,Crataegus species,11.18,,-,,
DD-148,CRATAEGUS SP,Crataegus species,13.72,,-,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,10.41,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,14.48,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,14.48,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,14.48,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,16.76,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,17.02,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,17.27,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,17.53,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,19.30,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,21.84,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,23.11,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,23.88,,Native,,
DD-148,FRAPES,Fraxinus pennsylvanica subintegerrima,25.40,,Native,,
DD-148,PRUSER,Prunus serotina,13.72,,Native,,
DD-148,TILAME,Tilia americana,9.91,,Native,,
DD-148,TILAME,Tilia americana,10.16,,Native,,
DD-148,TILAME,Tilia americana,11.43,,Native,,
DD-148,TILAME,Tilia americana,16.51,,Native,,
DD-78,TILAME,Tilia americana ,38.61,,Native,,
DD-78,TILAME,Tilia americana ,62.99,,Native,,
DD-78,ULMAME,Ulmus americana ,,28.2,Native,,
DD-83,ACENIG,Acer nigrum,14.48,,Native,,
DD-83,ACENIG,Acer nigrum,16.51,,Native,,
DD-83,ACENIG,Acer nigrum,17.27,,Native,,
DD-83,ACENIG,Acer nigrum,20.32,,Native,,
DD-83,ACENIG,Acer nigrum,21.59,,Native,,
DD-83,ACENIG,Acer nigrum,23.88,,Native,,
DD-83,ACENIG,Acer nigrum,25.40,,Native,,
DD-83,ACENIG,Acer nigrum,32.26,,Native,,
DD-83,ACENIG,Acer nigrum,36.07,,Native,,
DD-83,ACENIG,Acer nigrum,49.53,,Native,,
DD-83,QUERUB,Quercus rubra ,65.28,,Native,,
DD-83,QUERUB,Quercus rubra ,66.29,,Native,,
DD-86,ACENIG,Acer nigrum,19.30,,Native,,
DD-86,OSTVIR,Ostrya virginiana,11.94,,Native,,
DD-86,OSTVIR,Ostrya virginiana,14.48,,Native,,
DD-86,TILAME,Tilia americana ,25.40,,Native,,
DD-86,TILAME,Tilia americana ,29.97,,Native,,
DD-86,TILAME,Tilia americana ,54.61,,Native,,
DD-90,ACENIG,Acer nigrum,23.62,,Native,,
DD-90,ACENIG,Acer nigrum,39.88,,Native,,
DD-90,PRUSER,Prunus serotina ,11.18,,Native,,
DD-90,QUEALB,Quercus alba ,40.39,,Native,,
DD-90,QUEALB,Quercus alba ,45.72,,Native,,
DD-90,QUEALB,Quercus alba ,48.01,,Native,,
DD-90,QUEALB,Quercus alba ,50.04,,Native,,
DD-90,TILAME,Tilia americana ,10.92,,Native,,
DD-90,TILAME,Tilia americana ,17.02,,Native,,
DD-90,TILAME,Tilia americana ,18.03,,Native,,
DD-90,TILAME,Tilia americana ,29.46,,Native,,
E-109,ACENEG,Acer negundo,13.21,,Native,,
E-109,CRATAEGUS SP,Crataegus species,10.16,,-,,
E-109,CRATAEGUS SP,Crataegus species,12.19,,-,,
E-109,CRATAEGUS SP,Crataegus species,13.21,,-,,
E-109,CRATAEGUS SP,Crataegus species,,15.7,-,,
E-109,FRAAMA,Fraxinus americana,17.53,,Native,,
E-109,RHACAT,Rhamnus cathartica,12.70,,Alien,,
E-109,ULMAME,Ulmus americana,12.45,,Native,,
E-109,ULMAME,Ulmus americana,21.59,,Native,,
E-109,UNIDENTIFIED SP,Unidentified species,,30.7,-,,
E-109,UNIDENTIFIED SP,Unidentified species,,13.0,-,,
E-110,ACENEG,Acer negundo,13.72,,Native,,
E-110,CRATAEGUS SP,Crataegus species,19.81,,-,,
E-110,CRATAEGUS SP,Crataegus species,25.15,,-,,
E-110,FRAAMA,Fraxinus americana,13.72,,Native,,
E-110,FRAAMA,Fraxinus americana,36.07,,Native,,
E-110,FRAAMA,Fraxinus americana,,10.2,Native,,
E-110,JUGNIG,Juglans nigra,23.62,,Native,,
E-110,PRUSER,Prunus serotina,18.80,,Native,,
E-110,PRUSER,Prunus serotina,25.65,,Native,,
E-110,UNIDENTIFIED SP,Unidentified species,,15.0,-,,
E-111,NONE,NONE,-,-,-,,
D-125,ACENIG,Acer nigrum,16.00,,Native,,
D-125,ACENIG,Acer nigrum,16.51,,Native,,
D-125,ACENIG,Acer nigrum,16.76,,Native,,
D-125,ACENIG,Acer nigrum,18.29,,Native,,
D-125,ACENIG,Acer nigrum,19.56,,Native,,
D-125,ACENIG,Acer nigrum,24.64,,Native,,
D-125,ACENIG,Acer nigrum,36.32,,Native,,
D-125,QUEALB,Quercus alba,33.02,,Native,,
D-125,TILAME,Tilia americana,12.19,,Native,,
D-125,TILAME,Tilia americana,16.76,,Native,,
D-125,TILAME,Tilia americana,17.78,,Native,,
D-125,TILAME,Tilia americana,18.54,,Native,,
D-125,TILAME,Tilia americana,22.61,,Native,,
D-125,TILAME,Tilia americana,27.94,,Native,,
EE-108,FRAAMA,Fraxinus americana,10.41,,Native,,
EE-108,FRAAMA,Fraxinus americana,10.41,,Native,,
EE-108,FRAAMA,Fraxinus americana,10.41,,Native,,
EE-108,FRAAMA,Fraxinus americana,13.97,,Native,,
EE-108,FRAAMA,Fraxinus americana,17.53,,Native,,
EE-108,FRAAMA,Fraxinus americana,,10.2,Native,,
EE-108,QUEALB,Quercus alba,85.85,,Native,,
EE-108,ULMAME,Ulmus americana,10.92,,Native,,
EE-120,ACENIG,Acer nigrum,44.20,,Native,,
EE-120,PRUSER,Prunus serotina,10.67,,Native,,
EE-120,PRUSER,Prunus serotina,11.18,,Native,,
EE-120,QUEALB,Quercus alba,41.91,,Native,,
EE-120,QUEALB,Quercus alba,55.63,,Native,,
EE-120,QUEALB,Quercus alba,60.45,,Native,,
EE-120,QUEALB,Quercus alba,61.98,,Native,,
EE-126,ACENIG,Acer nigrum,12.95,,Native,,
EE-126,GLETRI,Gleditsia triacanthos,37.59,,Native,,
EE-126,TILAME,Tilia americana,11.94,,Native,,
EE-128,CRATAEGUS SP,Crataegus species,13.21,,-,,
EE-128,FRAAMA,Fraxinus americana,12.95,,Native,,
EE-128,FRAAMA,Fraxinus americana,14.73,,Native,,
EE-128,FRAAMA,Fraxinus americana,19.05,,Native,,
EE-128,FRAAMA,Fraxinus americana,20.57,,Native,,
EE-128,PINBAN,Pinus banksiana,20.83,,Native,,
EE-128,PINBAN,Pinus banksiana,30.48,,Native,,
EE-128,ULMAME,Ulmus americana,10.67,,Native,,
EE-128,ULMAME,Ulmus americana,20.32,,Native,,
EE-128,ULMRUB,Ulmus rubra,10.67,,Native,,
EE-128,ULMRUB,Ulmus rubra,11.18,,Native,,
EE-132,NONE,NONE,-,-,-,,
EE-134,ACESAI,Acer saccharinum,40.89,,Native,,
EE-134,FRAPES,Fraxinus pennsylvanica subintegerrima,55.12,,Native,,
EE-134,RHACAT,Rhamnus cathartica,12.45,,Alien,,
EE-134,RHACAT,Rhamnus cathartica,,10.2,Alien,,
EE-134,SALNIG,Salix nigra,35.31,,Native,,
EE-134,SALNIG,Salix nigra,36.07,,Native,,
EE-134,ULMAME,Ulmus americana,17.78,,Native,,
EE-140,ACESAI,Acer saccharinum,11.68,,Native,,
EE-140,GLETRI,Gleditsia triacanthos,10.67,,Native,,
EE-140,ULMAME,Ulmus americana,10.16,,Native,,
EE-140,ULMAME,Ulmus americana,10.16,,Native,,
EE-140,ULMAME,Ulmus americana,10.67,,Native,,
EE-140,ULMAME,Ulmus americana,11.43,,Native,,
EE-140,ULMAME,Ulmus americana,12.45,,Native,,
EE-140,ULMAME,Ulmus americana,,14.0,Native,,
EE-140,ULMAME,Ulmus americana,,15.0,Native,,
EE-140,ULMAME,Ulmus americana,,15.7,Native,,
EE-140,ULMAME,Ulmus americana,,10.9,Native,,
EE-140,ULMAME,Ulmus americana,,13.0,Native,,
EE-140,ULMAME,Ulmus americana,,17.8,Native,,
EE-77,ACENIG,Acer nigrum,13.97,,Native,,
EE-77,JUGNIG,Juglans nigra ,41.15,,Native,,
EE-77,JUGNIG,Juglans nigra ,60.20,,Native,,
EE-77,JUGNIG,Juglans nigra ,67.82,,Native,,
EE-77,JUGNIG,Juglans nigra ,70.87,,Native,,
EE-77,JUGNIG,Juglans nigra ,,13.5,Native,,
EE-77,TILAME,Tilia americana ,23.37,,Native,,
EE-77,TILAME,Tilia americana ,28.70,,Native,,
EE-77,TILAME,Tilia americana ,37.08,,Native,,
EE-78,ACENIG,Acer nigrum,34.54,,Native,,
EE-78,ACERUB,Acer rubrum ,58.67,,Native,,
EE-78,ACERUB,Acer rubrum ,73.91,,Native,,
EE-78,OSTVIR,Ostrya virginiana,9.91,,Native,,
EE-78,OSTVIR,Ostrya virginiana,11.43,,Native,,
EE-78,OSTVIR,Ostrya virginiana,20.83,,Native,,
EE-78,TILAME,Tilia americana,21.84,,Native,,
EE-78,TILAME,Tilia americana,23.62,,Native,,
EE-78,ULMAME,Ulmus americana ,16.51,,Native,,
EE-88,ACENIG,Acer nigrum,10.67,,Native,,
EE-88,ACENIG,Acer nigrum,10.92,,Native,,
EE-88,ACENIG,Acer nigrum,18.54,,Native,,
EE-88,ACENIG,Acer nigrum,19.81,,Native,,
EE-88,ACENIG,Acer nigrum,20.57,,Native,,
EE-88,ACENIG,Acer nigrum,20.83,,Native,,
EE-88,OSTVIR,Ostrya virginiana,10.67,,Native,,
EE-88,OSTVIR,Ostrya virginiana,12.45,,Native,,
EE-88,OSTVIR,Ostrya virginiana,14.22,,Native,,
EE-88,OSTVIR,Ostrya virginiana,15.75,,Native,,
EE-88,TILAME,Tilia americana ,11.18,,Native,,
EE-88,TILAME,Tilia americana ,29.46,,Native,,
EE-88,TILAME,Tilia americana ,38.61,,Native,,
F-107,ACENIG,Acer nigrum,20.32,,Native,,
F-107,FRAAMA,Fraxinus americana,18.80,,Native,,
F-107,FRAAMA,Fraxinus americana,23.62,,Native,,
F-107,QUERUB,Quercus rubra,11.43,,Native,,
F-107,QUERUB,Quercus rubra,13.46,,Native,,
F-107,QUERUB,Quercus rubra,23.37,,Native,,
F-107,QUERUB,Quercus rubra,30.73,,Native,,
F-107,QUERUB,Quercus rubra,35.81,,Native,,
F-107,QUERUB,Quercus rubra,36.83,,Native,,
F-107,QUERUB,Quercus rubra,44.70,,Native,,
F-107,RHACAT,Rhamnus cathartica,12.45,,Alien,,
F-107,UNIDENTIFIED SP,Unidentified species,,16.8,-,,
F-108,OSTVIR,Ostrya virginiana,10.16,,Native,,
F-108,OSTVIR,Ostrya virginiana,11.94,,Native,,
F-108,OSTVIR,Ostrya virginiana,13.21,,Native,,
F-108,OSTVIR,Ostrya virginiana,14.22,,Native,,
F-108,OSTVIR,Ostrya virginiana,20.07,,Native,,
F-108,PRUSER,Prunus serotina,13.21,,Native,,
F-108,PRUSER,Prunus serotina,20.07,,Native,,
F-108,PRUSER,Prunus serotina,27.94,,Native,,
F-108,QUERUB,Quercus rubra,11.94,,Native,,
F-108,QUERUB,Quercus rubra,12.45,,Native,,
F-108,QUERUB,Quercus rubra,12.45,,Native,,
F-108,QUERUB,Quercus rubra,12.70,,Native,,
F-108,QUERUB,Quercus rubra,34.29,,Native,,
F-108,QUERUB,Quercus rubra,43.69,,Native,,
F-108,QUERUB,Quercus rubra,54.36,,Native,,
F-108,UNIDENTIFIED SP,Unidentified species,,30.0,-,,
F-108,UNIDENTIFIED SP,Unidentified species,,11.9,-,,
F-113,CAROVT,Carya ovata,43.18,,Native,,
F-113,FRAAMA,Fraxinus americana,29.72,,Native,,
F-113,PRUSER,Prunus serotina,26.92,,Native,,
F-113,PRUSER,Prunus serotina,32.00,,Native,,
F-113,RHACAT,Rhamnus cathartica,11.43,,Alien,,
F-114,QUERCUS SP,Quercus species,28.70,,-,,
F-114,QUERCUS SP,Quercus species,37.85,,-,,
F-114,RHACAT,Rhamnus cathartica,11.43,,Alien,,
F-114,RHACAT,Rhamnus cathartica,13.72,,Alien,,
F-114,UNIDENTIFIED SP,Unidentified species,,15.5,-,,
F-118,FRAAMA,Fraxinus americana,33.02,,Native,,
F-118,OSTVIR,Ostrya virginiana,13.21,,Native,,
F-118,OSTVIR,Ostrya virginiana,14.48,,Native,,
F-118,QUEMAC,Quercus macrocarpa,61.72,,Native,,
F-118,QUEMAC,Quercus macrocarpa,79.76,,Native,,
F-118,QUEMAC,Quercus macrocarpa,85.09,,Native,,
F-118,TILAME,Tilia americana,18.03,,Native,,
F-118,TILAME,Tilia americana,49.02,,Native,,
F-118,TILAME,Tilia americana,,28.4,Native,,
F-118,TILAME,Tilia americana,,30.0,Native,,
F-118,ULMAME,Ulmus americana,15.75,,Native,,
F-122,QUEMAC,Quercus macrocarpa,46.48,,Native,,
F-122,ULMAME,Ulmus americana,10.41,,Native,,
F-122,ULMAME,Ulmus americana,10.67,,Native,,
F-122,ULMAME,Ulmus americana,19.05,,Native,,
F-122,ULMAME,Ulmus americana,33.02,,Native,,
F-122,UNIDENTIFIED SP,Unidentified species,,10.9,-,,
F-122,UNIDENTIFIED SP,Unidentified species,,14.5,-,,
F-122,UNIDENTIFIED SP,Unidentified species,,15.7,-,,
F-129,ACENIG,Acer nigrum,11.43,,Native,,
F-129,ACENIG,Acer nigrum,13.97,,Native,,
F-129,ACENIG,Acer nigrum,14.99,,Native,,
F-129,ACENIG,Acer nigrum,21.08,,Native,,
F-129,ACENIG,Acer nigrum,61.72,,Native,,
F-129,FRAAMA,Fraxinus americana,15.75,,Native,,
F-129,QUERUB,Quercus rubra,26.16,,Native,,
F-129,TILAME,Tilia americana,10.92,,Native,,
F-129,TILAME,Tilia americana,15.49,,Native,,
F-129,TILAME,Tilia americana,16.26,,Native,,
F-129,TILAME,Tilia americana,17.02,,Native,,
F-129,TILAME,Tilia americana,17.02,,Native,,
F-129,TILAME,Tilia americana,18.80,,Native,,
F-129,TILAME,Tilia americana,22.61,,Native,,
F134,GLETRI,Gleditsia triacanthos,56.39,,Native,,
F134,GLETRI,Gleditsia triacanthos,73.66,,Native,,
F134,PRUSER,Prunus serotina,,15.7,Native,,
F134,PRUSER,Prunus serotina,,14.2,Native,,
F134,PRUSER,Prunus serotina,,10.2,Native,,
F134,TILAME,Tilia americana,19.30,,Native,,
F134,ULMAME,Ulmus americana,10.67,,Native,,
F134,ULMRUB,Ulmus rubra,14.99,,Native,,
F134,ULMRUB,Ulmus rubra,,10.2,Native,,
F134,ULMRUB,Ulmus rubra,,13.0,Native,,
F134,ULMRUB,Ulmus rubra,,9.9,Native,,
F-134,ACENIG,Acer nigrum,10.16,,Native,,
FF-112,ACENIG,Acer nigrum,10.16,,Native,,
FF-112,FRAAMA,Fraxinus americana ,13.21,,Native,,
FF-112,FRAAMA,Fraxinus americana ,14.73,,Native,,
FF-112,FRAAMA,Fraxinus americana ,19.30,,Native,,
FF-112,FRAAMA,Fraxinus americana ,20.32,,Native,,
FF-112,FRAAMA,Fraxinus americana ,28.96,,Native,,
FF-112,FRAAMA,Fraxinus americana ,,11.4,Native,,
FF-112,FRAAMA,Fraxinus americana ,,12.4,Native,,
FF-112,FRAAMA,Fraxinus americana ,,11.9,Native,,
FF-112,FRAPES,Fraxinus pennsylvanica subintegerrima ,18.80,,Native,,
FF-112,PRUSER,Prunus serotina ,12.70,,Native,,
FF-112,PRUSER,Prunus serotina ,14.48,,Native,,
FF-112,PRUSER,Prunus serotina ,15.75,,Native,,
FF-112,PRUSER,Prunus serotina ,16.26,,Native,,
FF-112,PRUSER,Prunus serotina ,17.53,,Native,,
FF-112,PRUSER,Prunus serotina ,17.53,,Native,,
FF-112,PRUSER,Prunus serotina ,20.57,,Native,,
FF-114,ACENIG,Acer nigrum,9.91,,Native,,
FF-114,ACENIG,Acer nigrum,16.00,,Native,,
FF-114,ACENIG,Acer nigrum,16.00,,Native,,
FF-114,PRUSER,Prunus serotina,11.18,,Native,,
FF-114,PRUSER,Prunus serotina,15.24,,Native,,
FF-114,PRUSER,Prunus serotina,15.75,,Native,,
FF-114,PRUSER,Prunus serotina,17.27,,Native,,
FF-114,QUEALB,Quercus alba,55.12,,Native,,
FF-114,QUEALB,Quercus alba,56.90,,Native,,
FF-114,QUEALB,Quercus alba,57.91,,Native,,
FF-114,ULMAME,Ulmus americana,15.24,,Native,,
FF-117,FRAAMA,Fraxinus americana,10.67,,Native,,
FF-117,OSTVIR,Ostrya virginiana,12.19,,Native,,
FF-117,PRUSER,Prunus serotina,11.94,,Native,,
FF-117,PRUSER,Prunus serotina,12.19,,Native,,
FF-117,PRUSER,Prunus serotina,13.97,,Native,,
FF-117,PRUSER,Prunus serotina,16.00,,Native,,
FF-117,PRUSER,Prunus serotina,17.53,,Native,,
FF-117,QUEALB,Quercus alba,46.99,,Native,,
FF-117,QUEALB,Quercus alba,54.36,,Native,,
FF-117,QUEALB,Quercus alba,79.25,,Native,,
FF-117,QUERUB,Quercus rubra,48.26,,Native,,
FF-117,ULMAME,Ulmus americana,10.67,,Native,,
FF-117,ULMAME,Ulmus americana,13.72,,Native,,
FF-117,ULMRUB,Ulmus rubra,14.73,,Native,,
FF-123,FRAAMA,Fraxinus americana,20.57,,Native,,
FF-123,FRAAMA,Fraxinus americana,43.94,,Native,,
FF-123,FRAAMA,Fraxinus americana,,23.9,Native,,
FF-123,OSTVIR,Ostrya virginiana,9.91,,Native,,
FF-123,OSTVIR,Ostrya virginiana,9.91,,Native,,
FF-123,OSTVIR,Ostrya virginiana,10.41,,Native,,
FF-123,QUERCUS SP,Quercus species,,79.2,-,,
FF-123,ULMAME,Ulmus americana,11.18,,Native,,
FF-123,ULMAME,Ulmus americana,17.27,,Native,,
FF-123,ULMAME,Ulmus americana,24.64,,Native,,
FF-123,ULMAME,Ulmus americana,27.69,,Native,,
FF-123,ULMAME,Ulmus americana,,29.5,Native,,
